Project id,Version id,Project name,Version,Notes,Nickname,Release date,Phase,Distribution,URL,Component policy status
fab472ac-4e92-4a03-84de-92a2584b8d15,3c6fae08-1bcf-4da8-8649-c7dd81ae390a,SFML Xapps,XA25 Source,,,11/1/19,DEVELOPMENT,EXTERNAL,https://blackduck-app-int-elb.blackduck.usw2.amzn.keysight.com/#versions/id:3c6fae08-1bcf-4da8-8649-c7dd81ae390a/view:settings,Not In Violation
